,AT_transversion,AT_transition,GC_transversion,CpG_transversion,GC_transition,CpG_transition,feature
DO3804,0.0,6.25,31.25,0.0,25.0,37.5,Breast-AdenoCA
DO5347,14.29,0.0,28.57,14.29,42.86,0.0,Breast-AdenoCA
DO3140,0.0,7.14,7.14,0.0,35.71,50.0,Breast-AdenoCA
DO5046,0.0,0.0,25.0,0.0,25.0,50.0,Breast-AdenoCA
DO2503,0.0,0.0,0.0,0.0,0.0,100.0,Breast-AdenoCA
DO4766,0.0,8.7,8.7,8.7,34.78,39.13,Breast-AdenoCA
DO4359,5.0,0.0,25.0,15.0,35.0,20.0,Breast-AdenoCA
DO1392,8.7,13.04,13.04,8.7,39.13,17.39,Breast-AdenoCA
DO5249,0.0,14.29,7.14,0.0,50.0,28.57,Breast-AdenoCA
DO1301,0.0,14.29,14.29,0.0,42.86,28.57,Breast-AdenoCA
DO5312,15.38,23.08,15.38,7.69,30.77,7.69,Breast-AdenoCA
DO2694,0.0,11.11,0.0,0.0,33.33,55.56,Breast-AdenoCA
DO4036,11.76,17.65,0.0,5.88,41.18,23.53,Breast-AdenoCA
DO2719,8.7,0.0,4.35,8.7,13.04,65.22,Breast-AdenoCA
DO3037,0.0,25.0,16.67,8.33,8.33,41.67,Breast-AdenoCA
DO3158,0.0,14.29,0.0,0.0,14.29,71.43,Breast-AdenoCA
DO2539,0.0,8.7,4.35,13.04,52.17,21.74,Breast-AdenoCA
DO5745,20.45,6.82,25.0,9.09,29.55,9.09,Breast-AdenoCA
DO1249,12.0,12.0,28.0,8.0,40.0,0.0,Breast-AdenoCA
DO1291,6.67,0.0,13.33,0.0,40.0,40.0,Breast-AdenoCA
DO4185,4.76,14.29,9.52,0.0,57.14,14.29,Breast-AdenoCA
DO4473,0.0,16.67,0.0,0.0,33.33,50.0,Breast-AdenoCA
DO2706,6.06,9.09,24.24,6.06,33.33,21.21,Breast-AdenoCA
DO2995,8.7,21.74,8.7,0.0,34.78,26.09,Breast-AdenoCA
DO2323,0.0,14.29,14.29,28.57,14.29,28.57,Breast-AdenoCA
DO3874,0.0,14.29,14.29,14.29,14.29,42.86,Breast-AdenoCA
DO3840,18.18,0.0,18.18,0.0,36.36,27.27,Breast-AdenoCA
DO2455,0.0,13.33,16.67,3.33,46.67,20.0,Breast-AdenoCA
DO4080,13.64,4.55,31.82,4.55,31.82,13.64,Breast-AdenoCA
DO5661,11.11,22.22,0.0,16.67,22.22,27.78,Breast-AdenoCA
DO4449,3.33,6.67,30.0,3.33,43.33,13.33,Breast-AdenoCA
DO1328,22.22,5.56,5.56,11.11,11.11,44.44,Breast-AdenoCA
DO3458,0.0,18.18,18.18,0.0,27.27,36.36,Breast-AdenoCA
DO4635,15.0,15.0,10.0,15.0,35.0,10.0,Breast-AdenoCA
DO1954,0.0,9.09,18.18,0.0,36.36,36.36,Breast-AdenoCA
DO1287,9.38,9.38,31.25,12.5,25.0,12.5,Breast-AdenoCA
DO3188,4.35,0.0,21.74,0.0,36.96,36.96,Breast-AdenoCA
DO2078,0.0,9.09,18.18,0.0,63.64,9.09,Breast-AdenoCA
DO4695,4.17,8.33,25.0,2.08,45.83,14.58,Breast-AdenoCA
DO2712,0.0,15.38,7.69,0.0,15.38,61.54,Breast-AdenoCA
DO4963,10.0,15.0,35.0,0.0,35.0,5.0,Breast-AdenoCA
DO2084,0.0,0.0,0.0,20.0,40.0,40.0,Breast-AdenoCA
DO5626,7.14,0.0,14.29,0.0,14.29,64.29,Breast-AdenoCA
DO44111,10.0,20.0,20.0,0.0,35.0,15.0,Breast-AdenoCA
DO5696,5.0,15.0,30.0,5.0,30.0,15.0,Breast-AdenoCA
DO2096,0.0,20.0,6.67,13.33,26.67,33.33,Breast-AdenoCA
DO44103,0.0,0.0,0.0,14.29,28.57,57.14,Breast-AdenoCA
DO4796,0.0,8.7,21.74,8.7,47.83,13.04,Breast-AdenoCA
DO2055,15.79,15.79,21.05,10.53,10.53,26.32,Breast-AdenoCA
DO3182,2.94,11.76,20.59,0.0,47.06,17.65,Breast-AdenoCA
DO44273,11.63,18.6,32.56,6.98,27.91,2.33,Breast-AdenoCA
DO2629,0.0,12.5,25.0,0.0,50.0,12.5,Breast-AdenoCA
DO2593,6.56,11.48,18.03,1.64,47.54,14.75,Breast-AdenoCA
DO1663,0.0,1.16,22.09,1.16,63.95,11.63,Breast-AdenoCA
DO2551,9.09,36.36,0.0,0.0,9.09,45.45,Breast-AdenoCA
DO3958,8.0,12.0,8.0,0.0,36.0,36.0,Breast-AdenoCA
DO2842,0.0,0.0,25.0,33.33,16.67,25.0,Breast-AdenoCA
DO3412,16.67,0.0,16.67,0.0,33.33,33.33,Breast-AdenoCA
DO1384,27.27,9.09,0.0,18.18,9.09,36.36,Breast-AdenoCA
DO4155,9.43,7.55,22.64,5.66,39.62,15.09,Breast-AdenoCA
DO1257,12.5,0.0,12.5,0.0,62.5,12.5,Breast-AdenoCA
DO2897,15.79,10.53,26.32,5.26,31.58,10.53,Breast-AdenoCA
DO1020,19.05,23.81,14.29,0.0,33.33,9.52,Breast-AdenoCA
DO1001,0.0,0.0,30.0,10.0,60.0,0.0,Breast-AdenoCA
DO1002,0.0,21.43,35.71,0.0,42.86,0.0,Breast-AdenoCA
DO1004,12.0,12.0,28.0,0.0,32.0,16.0,Breast-AdenoCA
DO1003,20.0,0.0,20.0,0.0,40.0,20.0,Breast-AdenoCA
DO1005,9.09,13.64,22.73,4.55,27.27,22.73,Breast-AdenoCA
DO1007,14.29,14.29,0.0,7.14,42.86,21.43,Breast-AdenoCA
DO1009,25.0,0.0,0.0,0.0,37.5,37.5,Breast-AdenoCA
DO1018,0.0,0.0,18.18,9.09,36.36,36.36,Breast-AdenoCA
DO1012,6.45,12.9,25.81,3.23,35.48,16.13,Breast-AdenoCA
DO1011,13.64,9.09,31.82,4.55,31.82,9.09,Breast-AdenoCA
DO1015,5.26,10.53,15.79,0.0,31.58,36.84,Breast-AdenoCA
DO1013,12.5,0.0,25.0,12.5,37.5,12.5,Breast-AdenoCA
DO1016,0.0,3.03,21.21,6.06,51.52,18.18,Breast-AdenoCA
DO1010,7.69,7.69,15.38,3.85,26.92,38.46,Breast-AdenoCA
DO1017,28.57,28.57,0.0,0.0,14.29,28.57,Breast-AdenoCA
DO1008,14.29,0.0,28.57,14.29,28.57,14.29,Breast-AdenoCA
DO3352,11.11,22.22,22.22,0.0,33.33,11.11,Breast-AdenoCA
DO5012,0.0,15.79,10.53,0.0,52.63,21.05,Breast-AdenoCA
DO4233,12.5,6.25,37.5,0.0,25.0,18.75,Breast-AdenoCA
DO217939,0.0,11.11,11.11,0.0,22.22,55.56,Breast-AdenoCA
DO218060,0.0,25.0,12.5,0.0,25.0,37.5,Breast-AdenoCA
DO218205,15.38,7.69,15.38,7.69,46.15,7.69,Breast-AdenoCA
DO217962,0.0,0.0,0.0,0.0,50.0,50.0,Breast-AdenoCA
DO218182,0.0,25.0,25.0,25.0,25.0,0.0,Breast-AdenoCA
DO217787,0.0,16.67,16.67,0.0,16.67,50.0,Breast-AdenoCA
DO218173,0.0,0.71,24.11,0.0,67.38,7.8,Breast-AdenoCA
DO218059,0.0,0.0,23.53,0.0,29.41,47.06,Breast-AdenoCA
DO217987,0.0,0.0,30.0,0.0,50.0,20.0,Breast-AdenoCA
DO217908,0.0,20.0,0.0,0.0,40.0,40.0,Breast-AdenoCA
DO218150,17.65,5.88,11.76,0.0,17.65,47.06,Breast-AdenoCA
DO218828,0.0,15.38,7.69,7.69,46.15,23.08,Breast-AdenoCA
DO218388,0.0,66.67,0.0,0.0,33.33,0.0,Breast-AdenoCA
DO218121,14.29,0.0,14.29,0.0,42.86,28.57,Breast-AdenoCA
DO218796,0.0,4.76,19.05,4.76,42.86,28.57,Breast-AdenoCA
DO218347,7.94,23.81,22.22,15.87,20.63,9.52,Breast-AdenoCA
DO218827,9.09,18.18,9.09,0.0,27.27,36.36,Breast-AdenoCA
DO218698,0.0,25.0,0.0,0.0,50.0,25.0,Breast-AdenoCA
DO218770,14.29,28.57,0.0,0.0,14.29,42.86,Breast-AdenoCA
DO217934,0.0,12.5,0.0,0.0,37.5,50.0,Breast-AdenoCA
DO2783,4.17,25.0,8.33,4.17,41.67,16.67,Breast-AdenoCA
DO5808,0.0,0.0,18.18,6.06,57.58,18.18,Breast-AdenoCA
DO5200,4.55,11.36,15.91,2.27,38.64,27.27,Breast-AdenoCA
DO52543,13.64,9.09,22.73,0.0,45.45,9.09,Breast-AdenoCA
DO52538,6.25,18.75,12.5,6.25,25.0,31.25,Breast-AdenoCA
DO52548,6.67,6.67,6.67,6.67,40.0,33.33,Breast-AdenoCA
DO52558,0.0,18.75,6.25,6.25,43.75,25.0,Breast-AdenoCA
DO52553,0.0,8.57,42.86,2.86,34.29,11.43,Breast-AdenoCA
DO52544,0.0,5.56,11.11,16.67,22.22,44.44,Breast-AdenoCA
DO52539,6.25,12.5,18.75,0.0,37.5,25.0,Breast-AdenoCA
DO52559,15.0,10.0,25.0,0.0,40.0,10.0,Breast-AdenoCA
DO52554,0.0,0.0,30.77,7.69,30.77,30.77,Breast-AdenoCA
DO52549,2.94,14.71,11.76,11.76,17.65,41.18,Breast-AdenoCA
DO1274,20.0,6.67,33.33,6.67,26.67,6.67,Breast-AdenoCA
DO52545,11.11,11.11,0.0,11.11,11.11,55.56,Breast-AdenoCA
DO52555,4.17,8.33,12.5,0.0,37.5,37.5,Breast-AdenoCA
DO52560,4.76,9.52,14.29,9.52,9.52,52.38,Breast-AdenoCA
DO52540,10.0,30.0,15.0,5.0,10.0,30.0,Breast-AdenoCA
DO218583,25.0,0.0,25.0,0.0,50.0,0.0,Breast-AdenoCA
DO218159,0.0,20.0,10.0,0.0,10.0,60.0,Breast-AdenoCA
DO218174,0.0,11.11,0.0,0.0,77.78,11.11,Breast-AdenoCA
DO217826,22.22,11.11,0.0,11.11,44.44,11.11,Breast-AdenoCA
DO218419,5.0,20.0,15.0,0.0,45.0,15.0,Breast-AdenoCA
DO220824,0.0,10.0,20.0,0.0,30.0,40.0,Breast-AdenoCA
DO220822,0.0,0.0,0.0,0.0,0.0,100.0,Breast-AdenoCA
DO218621,9.09,9.09,0.0,0.0,54.55,27.27,Breast-AdenoCA
DO217953,0.0,16.67,0.0,0.0,33.33,50.0,Breast-AdenoCA
DO218404,5.26,15.79,5.26,0.0,47.37,26.32,Breast-AdenoCA
DO217788,7.69,0.0,0.0,0.0,30.77,61.54,Breast-AdenoCA
DO218212,12.5,18.75,12.5,6.25,31.25,18.75,Breast-AdenoCA
DO218384,0.0,16.67,0.0,0.0,16.67,66.67,Breast-AdenoCA
DO218176,0.0,4.35,28.26,6.52,47.83,13.04,Breast-AdenoCA
DO218831,0.0,0.0,10.0,20.0,20.0,50.0,Breast-AdenoCA
DO218611,0.0,33.33,0.0,16.67,16.67,33.33,Breast-AdenoCA
DO218168,5.26,15.79,21.05,0.0,36.84,21.05,Breast-AdenoCA
DO218656,9.38,9.38,15.62,6.25,37.5,21.88,Breast-AdenoCA
DO217786,0.0,9.09,9.09,0.0,36.36,45.45,Breast-AdenoCA
DO218669,5.0,5.0,25.0,0.0,45.0,20.0,Breast-AdenoCA
DO218254,23.08,0.0,7.69,0.0,7.69,61.54,Breast-AdenoCA
DO220823,1.92,5.77,25.0,1.92,55.77,9.62,Breast-AdenoCA
DO218684,16.0,8.0,12.0,4.0,36.0,24.0,Breast-AdenoCA
DO218065,3.85,0.0,23.08,0.0,57.69,15.38,Breast-AdenoCA
DO218742,0.0,0.0,20.0,0.0,60.0,20.0,Breast-AdenoCA
DO218457,0.0,20.0,20.0,0.0,60.0,0.0,Breast-AdenoCA
DO217844,0.96,1.92,23.08,2.88,61.54,9.62,Breast-AdenoCA
DO217887,14.29,0.0,14.29,0.0,42.86,28.57,Breast-AdenoCA
DO217952,0.0,40.0,0.0,20.0,40.0,0.0,Breast-AdenoCA
DO218506,0.0,25.0,25.0,0.0,0.0,50.0,Breast-AdenoCA
DO218408,0.0,0.0,0.0,0.0,50.0,50.0,Breast-AdenoCA
DO218072,0.0,14.29,0.0,0.0,28.57,57.14,Breast-AdenoCA
DO217800,0.0,0.0,0.0,0.0,33.33,66.67,Breast-AdenoCA
DO217907,5.88,5.88,17.65,5.88,29.41,35.29,Breast-AdenoCA
DO218709,0.0,15.79,21.05,5.26,42.11,15.79,Breast-AdenoCA
DO218428,12.5,12.5,0.0,0.0,25.0,50.0,Breast-AdenoCA
DO218605,6.25,0.0,12.5,0.0,37.5,43.75,Breast-AdenoCA
DO217931,0.0,16.67,0.0,0.0,16.67,66.67,Breast-AdenoCA
DO218560,0.0,14.29,14.29,14.29,28.57,28.57,Breast-AdenoCA
DO218651,9.09,0.0,9.09,0.0,36.36,45.45,Breast-AdenoCA
DO218553,10.0,20.0,20.0,0.0,10.0,40.0,Breast-AdenoCA
DO217865,9.09,18.18,18.18,0.0,27.27,27.27,Breast-AdenoCA
DO218489,18.18,9.09,18.18,0.0,36.36,18.18,Breast-AdenoCA
DO218333,7.14,7.14,25.0,3.57,46.43,10.71,Breast-AdenoCA
DO220828,20.0,6.67,20.0,0.0,33.33,20.0,Breast-AdenoCA
DO218573,0.0,30.0,40.0,0.0,20.0,10.0,Breast-AdenoCA
DO218502,30.0,20.0,20.0,0.0,20.0,10.0,Breast-AdenoCA
DO220821,0.0,11.11,33.33,0.0,44.44,11.11,Breast-AdenoCA
DO52550,4.55,27.27,22.73,18.18,22.73,4.55,Breast-AdenoCA
DO52546,20.0,40.0,20.0,0.0,20.0,0.0,Breast-AdenoCA
DO52556,9.09,9.09,21.21,15.15,21.21,24.24,Breast-AdenoCA
DO52542,0.0,8.33,25.0,8.33,8.33,50.0,Breast-AdenoCA
DO52547,0.0,0.0,12.5,0.0,25.0,62.5,Breast-AdenoCA
DO52551,10.53,26.32,26.32,5.26,21.05,10.53,Breast-AdenoCA
DO52552,11.54,3.85,23.08,3.85,26.92,30.77,Breast-AdenoCA
DO52557,10.0,16.67,16.67,6.67,30.0,20.0,Breast-AdenoCA
DO52561,11.54,11.54,11.54,3.85,26.92,34.62,Breast-AdenoCA
DO52562,7.69,23.08,0.0,15.38,38.46,15.38,Breast-AdenoCA
DO3110,5.71,14.29,21.43,4.29,47.14,7.14,Breast-AdenoCA
DO23838,10.77,3.08,26.15,16.92,27.69,15.38,Lung-AdenoCA
DO23584,0.0,12.9,12.9,3.23,25.81,45.16,Lung-AdenoCA
DO23608,2.7,10.81,13.51,10.81,40.54,21.62,Lung-AdenoCA
DO25320,8.76,10.31,27.32,13.92,29.9,9.79,Lung-AdenoCA
DO23648,0.0,66.67,0.0,0.0,0.0,33.33,Lung-AdenoCA
DO24307,5.66,9.43,16.98,5.66,41.51,20.75,Lung-AdenoCA
DO25927,0.0,3.12,40.62,21.88,34.38,0.0,Lung-AdenoCA
DO24729,7.46,8.96,28.36,13.43,29.85,11.94,Lung-AdenoCA
DO25847,9.43,7.55,32.08,14.15,28.77,8.02,Lung-AdenoCA
DO23786,0.0,6.82,20.45,11.36,52.27,9.09,Lung-AdenoCA
DO23687,25.0,0.0,0.0,12.5,50.0,12.5,Lung-AdenoCA
DO23942,13.33,13.33,20.0,0.0,20.0,33.33,Lung-AdenoCA
DO25797,9.29,10.0,25.71,9.64,38.21,7.14,Lung-AdenoCA
DO25010,3.3,8.79,20.88,7.69,54.95,4.4,Lung-AdenoCA
DO25622,4.3,10.75,17.2,2.15,41.94,23.66,Lung-AdenoCA
DO24497,12.5,25.0,12.5,0.0,25.0,25.0,Lung-AdenoCA
DO25104,10.89,4.95,39.6,17.82,21.78,4.95,Lung-AdenoCA
DO24467,18.75,7.81,29.69,7.81,20.31,15.62,Lung-AdenoCA
DO23651,0.0,0.0,20.0,10.0,40.0,30.0,Lung-AdenoCA
DO23610,17.39,4.35,17.39,8.7,39.13,13.04,Lung-AdenoCA
DO25068,16.0,24.0,8.0,0.0,52.0,0.0,Lung-AdenoCA
DO25737,0.0,0.0,0.0,0.0,100.0,0.0,Lung-AdenoCA
DO26230,10.91,6.36,24.55,18.18,30.0,10.0,Lung-AdenoCA
DO26280,1.04,1.04,22.92,3.12,58.33,13.54,Lung-AdenoCA
DO25444,7.53,7.53,19.35,16.13,33.33,16.13,Lung-AdenoCA
DO25189,12.05,4.38,37.26,24.38,17.81,4.11,Lung-AdenoCA
DO23702,7.14,0.0,35.71,0.0,28.57,28.57,Lung-AdenoCA
DO26354,4.76,11.9,16.67,9.52,30.95,26.19,Lung-AdenoCA
DO26062,0.0,4.55,9.09,4.55,59.09,22.73,Lung-AdenoCA
DO25985,10.53,8.77,30.7,15.79,28.07,6.14,Lung-AdenoCA
DO25887,8.33,0.0,16.67,8.33,16.67,50.0,Lung-AdenoCA
DO24646,5.26,5.26,10.53,0.0,47.37,31.58,Lung-AdenoCA
DO24675,5.06,7.59,26.58,11.39,40.51,8.86,Lung-AdenoCA
DO24130,0.0,11.11,11.11,0.0,33.33,44.44,Lung-AdenoCA
DO23735,0.0,30.77,7.69,15.38,30.77,15.38,Lung-AdenoCA
DO24860,21.82,12.73,9.09,21.82,25.45,9.09,Lung-AdenoCA
DO51493,6.67,10.67,28.0,4.0,38.67,12.0,Panc-AdenoCA
DO35184,0.0,28.57,28.57,0.0,14.29,28.57,Panc-AdenoCA
DO34616,0.0,12.5,31.25,0.0,25.0,31.25,Panc-AdenoCA
DO32831,7.89,5.26,15.79,0.0,26.32,44.74,Panc-AdenoCA
DO34432,14.29,0.0,0.0,0.0,28.57,57.14,Panc-AdenoCA
DO32860,0.0,0.0,0.0,0.0,23.08,76.92,Panc-AdenoCA
DO49076,7.69,7.69,30.77,0.0,23.08,30.77,Panc-AdenoCA
DO221540,4.17,4.17,12.5,4.17,25.0,50.0,Panc-AdenoCA
DO51467,0.0,8.0,8.0,4.0,24.0,56.0,Panc-AdenoCA
DO51524,6.25,15.62,9.38,0.0,12.5,56.25,Panc-AdenoCA
DO51500,4.0,12.0,4.0,0.0,28.0,52.0,Panc-AdenoCA
DO49418,0.0,8.7,10.87,2.17,6.52,71.74,Panc-AdenoCA
DO33488,3.57,10.71,3.57,0.0,35.71,46.43,Panc-AdenoCA
DO49087,8.33,25.0,12.5,4.17,4.17,45.83,Panc-AdenoCA
DO51535,7.14,21.43,7.14,0.0,7.14,57.14,Panc-AdenoCA
DO34680,10.0,6.67,16.67,6.67,43.33,16.67,Panc-AdenoCA
DO51536,0.0,13.04,13.04,0.0,34.78,39.13,Panc-AdenoCA
DO33512,11.11,11.11,5.56,0.0,22.22,50.0,Panc-AdenoCA
DO49422,0.0,9.52,0.0,0.0,19.05,71.43,Panc-AdenoCA
DO32984,0.0,0.0,0.0,0.0,36.36,63.64,Panc-AdenoCA
DO49430,8.0,16.0,4.0,0.0,28.0,44.0,Panc-AdenoCA
DO51513,10.0,10.0,0.0,10.0,0.0,70.0,Panc-AdenoCA
DO51491,6.67,6.67,3.33,3.33,16.67,63.33,Panc-AdenoCA
DO35376,0.0,11.11,5.56,0.0,44.44,38.89,Panc-AdenoCA
DO33344,0.0,9.38,6.25,0.0,28.12,56.25,Panc-AdenoCA
DO34817,0.0,14.29,14.29,7.14,14.29,50.0,Panc-AdenoCA
DO35230,6.67,0.0,0.0,0.0,33.33,60.0,Panc-AdenoCA
DO51544,0.0,10.0,0.0,0.0,10.0,80.0,Panc-AdenoCA
DO49078,10.0,0.0,20.0,0.0,20.0,50.0,Panc-AdenoCA
DO33008,15.0,20.0,20.0,0.0,25.0,20.0,Panc-AdenoCA
DO33128,0.0,0.0,33.33,0.0,33.33,33.33,Panc-AdenoCA
DO32972,0.0,0.0,0.0,0.0,33.33,66.67,Panc-AdenoCA
DO33032,0.0,5.26,5.26,5.26,21.05,63.16,Panc-AdenoCA
DO33028,7.69,7.69,0.0,7.69,46.15,30.77,Panc-AdenoCA
DO51537,0.0,0.0,0.0,0.0,55.56,44.44,Panc-AdenoCA
DO51508,0.0,0.0,0.0,0.0,100.0,0.0,Panc-AdenoCA
DO49138,6.67,3.33,13.33,6.67,26.67,43.33,Panc-AdenoCA
DO49457,0.0,13.33,0.0,0.0,20.0,66.67,Panc-AdenoCA
DO51492,0.0,22.22,11.11,0.0,44.44,22.22,Panc-AdenoCA
DO33208,12.5,12.5,12.5,12.5,25.0,25.0,Panc-AdenoCA
DO49442,0.0,22.22,11.11,0.0,66.67,0.0,Panc-AdenoCA
DO35144,0.0,0.0,42.86,14.29,0.0,42.86,Panc-AdenoCA
DO49448,10.53,5.26,10.53,0.0,21.05,52.63,Panc-AdenoCA
DO49166,14.29,0.0,0.0,0.0,14.29,71.43,Panc-AdenoCA
DO35152,12.5,25.0,12.5,0.0,37.5,12.5,Panc-AdenoCA
DO51489,7.89,7.89,13.16,10.53,28.95,31.58,Panc-AdenoCA
DO35222,0.0,0.0,20.0,0.0,50.0,30.0,Panc-AdenoCA
DO35258,0.0,25.0,0.0,4.17,16.67,54.17,Panc-AdenoCA
DO221546,0.0,0.0,0.0,0.0,30.0,70.0,Panc-AdenoCA
DO35082,7.69,0.0,3.85,0.0,26.92,61.54,Panc-AdenoCA
DO51518,10.0,30.0,0.0,10.0,10.0,40.0,Panc-AdenoCA
DO33392,0.0,10.0,10.0,10.0,20.0,50.0,Panc-AdenoCA
DO33160,13.33,20.0,0.0,0.0,13.33,53.33,Panc-AdenoCA
DO35148,0.0,6.67,6.67,13.33,20.0,53.33,Panc-AdenoCA
DO51549,0.0,5.0,10.0,0.0,5.0,80.0,Panc-AdenoCA
DO51541,4.76,19.05,0.0,0.0,33.33,42.86,Panc-AdenoCA
DO51527,0.0,4.17,16.67,0.0,37.5,41.67,Panc-AdenoCA
DO51532,0.0,0.0,0.0,0.0,25.0,75.0,Panc-AdenoCA
DO34736,17.65,11.76,11.76,5.88,47.06,5.88,Panc-AdenoCA
DO33376,0.0,0.0,18.75,6.25,37.5,37.5,Panc-AdenoCA
DO33042,0.0,5.88,17.65,2.94,35.29,38.24,Panc-AdenoCA
DO33984,0.0,12.5,0.0,0.0,12.5,75.0,Panc-AdenoCA
DO51495,0.0,4.17,33.33,4.17,33.33,25.0,Panc-AdenoCA
DO35138,0.0,0.0,20.0,0.0,40.0,40.0,Panc-AdenoCA
DO49466,11.11,11.11,0.0,5.56,22.22,50.0,Panc-AdenoCA
DO49424,16.67,0.0,0.0,8.33,33.33,41.67,Panc-AdenoCA
DO51472,6.67,6.67,13.33,0.0,26.67,46.67,Panc-AdenoCA
DO35126,4.55,4.55,9.09,0.0,9.09,72.73,Panc-AdenoCA
DO35236,16.67,4.17,12.5,4.17,25.0,37.5,Panc-AdenoCA
DO51470,0.0,0.0,66.67,0.0,0.0,33.33,Panc-AdenoCA
DO51521,,,,,,,Panc-AdenoCA
DO51534,6.25,6.25,6.25,6.25,6.25,68.75,Panc-AdenoCA
DO51476,8.7,6.52,17.39,4.35,39.13,23.91,Panc-AdenoCA
DO49478,3.45,3.45,13.79,3.45,27.59,48.28,Panc-AdenoCA
DO51543,0.0,5.26,5.26,5.26,26.32,57.89,Panc-AdenoCA
DO49090,3.85,0.0,15.38,0.0,23.08,57.69,Panc-AdenoCA
DO32976,7.69,15.38,15.38,7.69,23.08,30.77,Panc-AdenoCA
DO34288,0.0,4.0,0.0,4.0,68.0,24.0,Panc-AdenoCA
DO49419,5.0,22.5,20.0,2.5,25.0,25.0,Panc-AdenoCA
DO34809,7.89,15.79,2.63,2.63,31.58,39.47,Panc-AdenoCA
DO49427,9.09,9.09,9.09,9.09,18.18,45.45,Panc-AdenoCA
DO33552,0.0,9.38,25.0,0.0,25.0,40.62,Panc-AdenoCA
DO35360,13.33,6.67,13.33,0.0,46.67,20.0,Panc-AdenoCA
DO221544,0.0,8.57,20.0,5.71,37.14,28.57,Panc-AdenoCA
DO35496,0.0,16.67,0.0,0.0,33.33,50.0,Panc-AdenoCA
DO35200,12.5,25.0,0.0,0.0,25.0,37.5,Panc-AdenoCA
DO33000,0.0,8.82,8.82,5.88,5.88,70.59,Panc-AdenoCA
DO51520,13.33,16.67,3.33,3.33,33.33,30.0,Panc-AdenoCA
DO49129,0.0,0.0,25.0,0.0,50.0,25.0,Panc-AdenoCA
DO34336,0.0,16.67,0.0,8.33,50.0,25.0,Panc-AdenoCA
DO49137,6.67,6.67,6.67,0.0,40.0,40.0,Panc-AdenoCA
DO51490,0.0,0.0,25.0,0.0,10.0,65.0,Panc-AdenoCA
DO49433,0.0,27.27,0.0,0.0,18.18,54.55,Panc-AdenoCA
DO49484,0.0,0.0,6.67,13.33,26.67,53.33,Panc-AdenoCA
DO33077,23.08,15.38,0.0,0.0,30.77,30.77,Panc-AdenoCA
DO51514,4.17,8.33,8.33,0.0,29.17,50.0,Panc-AdenoCA
DO49481,7.14,0.0,0.0,0.0,14.29,78.57,Panc-AdenoCA
DO49454,0.0,8.33,8.33,0.0,16.67,66.67,Panc-AdenoCA
DO33152,7.14,7.14,14.29,0.0,21.43,50.0,Panc-AdenoCA
DO51484,16.67,0.0,0.0,0.0,16.67,66.67,Panc-AdenoCA
DO49421,0.0,5.0,10.0,0.0,35.0,50.0,Panc-AdenoCA
DO34504,20.0,20.0,0.0,0.0,0.0,60.0,Panc-AdenoCA
DO51529,0.0,8.7,8.7,4.35,39.13,39.13,Panc-AdenoCA
DO51540,0.0,14.29,0.0,0.0,28.57,57.14,Panc-AdenoCA
DO49127,10.53,5.26,0.0,0.0,15.79,68.42,Panc-AdenoCA
DO35290,0.0,0.0,0.0,0.0,16.67,83.33,Panc-AdenoCA
DO33264,4.55,13.64,4.55,4.55,36.36,36.36,Panc-AdenoCA
DO35116,6.06,15.15,3.03,0.0,15.15,60.61,Panc-AdenoCA
DO51479,8.33,8.33,4.17,0.0,20.83,58.33,Panc-AdenoCA
DO33400,0.0,15.0,10.0,0.0,35.0,40.0,Panc-AdenoCA
DO32833,0.0,10.0,0.0,0.0,40.0,50.0,Panc-AdenoCA
DO51546,7.69,15.38,7.69,30.77,7.69,30.77,Panc-AdenoCA
DO51481,7.69,7.69,0.0,0.0,30.77,53.85,Panc-AdenoCA
DO34264,5.88,17.65,23.53,0.0,23.53,29.41,Panc-AdenoCA
DO49113,10.53,31.58,5.26,5.26,21.05,26.32,Panc-AdenoCA
DO51474,7.8,43.97,17.02,0.71,16.31,14.18,Panc-AdenoCA
DO34720,0.0,10.0,0.0,0.0,30.0,60.0,Panc-AdenoCA
DO51522,22.22,5.56,5.56,0.0,16.67,50.0,Panc-AdenoCA
DO34905,9.52,26.19,9.52,0.0,21.43,33.33,Panc-AdenoCA
DO34696,0.0,0.0,0.0,6.67,33.33,60.0,Panc-AdenoCA
DO51510,0.0,3.85,11.54,3.85,46.15,34.62,Panc-AdenoCA
DO51542,0.0,11.76,0.0,0.0,23.53,64.71,Panc-AdenoCA
DO51488,0.0,0.0,0.0,0.0,57.14,42.86,Panc-AdenoCA
DO35098,0.0,0.0,0.0,0.0,42.86,57.14,Panc-AdenoCA
DO33168,9.09,13.64,4.55,4.55,27.27,40.91,Panc-AdenoCA
DO51468,13.33,0.0,0.0,6.67,40.0,40.0,Panc-AdenoCA
DO32893,0.0,0.0,8.33,0.0,25.0,66.67,Panc-AdenoCA
DO35350,21.95,14.63,21.95,2.44,17.07,21.95,Panc-AdenoCA
DO221541,6.25,15.62,21.88,0.0,34.38,21.88,Panc-AdenoCA
DO32900,16.67,25.0,4.17,0.0,25.0,29.17,Panc-AdenoCA
DO32980,24.0,28.0,20.0,0.0,16.0,12.0,Panc-AdenoCA
DO49181,0.0,0.0,14.29,14.29,14.29,57.14,Panc-AdenoCA
DO49168,15.38,7.69,0.0,0.0,7.69,69.23,Panc-AdenoCA
DO51507,5.88,11.76,0.0,0.0,52.94,29.41,Panc-AdenoCA
